clone.id	source.plate	source.plate.suffix	source.plate.1	r	c	rc	tx.plate.suffix	tx.plate	tx.rc	tx.r	tx.c	GAL4.allele	GAL80.allele	GAL3.allele	GALK.allele	tx.rep	GALK.clone.named	gene	parental.txant	GAL3.clone.named	GAL80.clone.named	GAL4.clone.named
180324-Plate_002.A8	180324-Plate_002	2	Plate_002	A	8	A8	2	Plate_002	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_002.A9	180324-Plate_002	2	Plate_002	A	9	A9	2	Plate_002	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_002.A10	180324-Plate_002	2	Plate_002	A	10	A10	2	Plate_002	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_002.A11	180324-Plate_002	2	Plate_002	A	11	A11	2	Plate_002	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_002.A12	180324-Plate_002	2	Plate_002	A	12	A12	2	Plate_002	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_002.B1	180324-Plate_002	2	Plate_002	B	1	B1	2	Plate_002	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_002.B2	180324-Plate_002	2	Plate_002	B	2	B2	2	Plate_002	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_002.B3	180324-Plate_002	2	Plate_002	B	3	B3	2	Plate_002	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_002.B4	180324-Plate_002	2	Plate_002	B	4	B4	2	Plate_002	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_002.B5	180324-Plate_002	2	Plate_002	B	5	B5	2	Plate_002	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_002.B6	180324-Plate_002	2	Plate_002	B	6	B6	2	Plate_002	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_002.B7	180324-Plate_002	2	Plate_002	B	7	B7	2	Plate_002	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_002.B8	180324-Plate_002	2	Plate_002	B	8	B8	2	Plate_002	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_002.B9	180324-Plate_002	2	Plate_002	B	9	B9	2	Plate_002	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_002.B10	180324-Plate_002	2	Plate_002	B	10	B10	2	Plate_002	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868C
180324-Plate_002.B11	180324-Plate_002	2	Plate_002	B	11	B11	2	Plate_002	D11	D	11	GAL4.36	GAL80.37	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868C
180324-Plate_002.B12	180324-Plate_002	2	Plate_002	B	12	B12	2	Plate_002	D12	D	12	GAL4.36	GAL80.41	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868C
180324-Plate_002.C1	180324-Plate_002	2	Plate_002	C	1	C1	2	Plate_002	E1	E	1	GAL4.38	GAL80.WT	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868G
180324-Plate_002.C2	180324-Plate_002	2	Plate_002	C	2	C2	2	Plate_002	E2	E	2	GAL4.38	GAL80.delta	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868G
180324-Plate_002.C3	180324-Plate_002	2	Plate_002	C	3	C3	2	Plate_002	E3	E	3	GAL4.38	GAL80.07	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.07	GAL4-L868G
180324-Plate_002.C4	180324-Plate_002	2	Plate_002	C	4	C4	2	Plate_002	E4	E	4	GAL4.38	GAL80.35	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868G
180324-Plate_002.C5	180324-Plate_002	2	Plate_002	C	5	C5	2	Plate_002	E5	E	5	GAL4.38	GAL80.37	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868G
180324-Plate_002.C6	180324-Plate_002	2	Plate_002	C	6	C6	2	Plate_002	E6	E	6	GAL4.38	GAL80.41	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868G
180324-Plate_002.C7	180324-Plate_002	2	Plate_002	C	7	C7	2	Plate_002	E7	E	7	GAL4.38	GAL80.WT	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868G
180324-Plate_002.C8	180324-Plate_002	2	Plate_002	C	8	C8	2	Plate_002	E8	E	8	GAL4.38	GAL80.delta	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868G
180324-Plate_002.C9	180324-Plate_002	2	Plate_002	C	9	C9	2	Plate_002	E9	E	9	GAL4.38	GAL80.07	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.07	GAL4-L868G
180324-Plate_002.C10	180324-Plate_002	2	Plate_002	C	10	C10	2	Plate_002	E10	E	10	GAL4.38	GAL80.35	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868G
180324-Plate_002.C11	180324-Plate_002	2	Plate_002	C	11	C11	2	Plate_002	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_002.C12	180324-Plate_002	2	Plate_002	C	12	C12	2	Plate_002	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_002.D1	180324-Plate_002	2	Plate_002	D	1	D1	2	Plate_002	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_002.D2	180324-Plate_002	2	Plate_002	D	2	D2	2	Plate_002	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_002.D3	180324-Plate_002	2	Plate_002	D	3	D3	2	Plate_002	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80.07	GAL4-L868K
180324-Plate_002.D4	180324-Plate_002	2	Plate_002	D	4	D4	2	Plate_002	F4	F	4	GAL4.40	GAL80.35	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868K
180324-Plate_002.D5	180324-Plate_002	2	Plate_002	D	5	D5	2	Plate_002	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_002.D6	180324-Plate_002	2	Plate_002	D	6	D6	2	Plate_002	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_002.D7	180324-Plate_002	2	Plate_002	D	7	D7	2	Plate_002	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_002.D8	180324-Plate_002	2	Plate_002	D	8	D8	2	Plate_002	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_002.D9	180324-Plate_002	2	Plate_002	D	9	D9	2	Plate_002	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_002.D10	180324-Plate_002	2	Plate_002	D	10	D10	2	Plate_002	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_002.D11	180324-Plate_002	2	Plate_002	D	11	D11	2	Plate_002	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_002.D12	180324-Plate_002	2	Plate_002	D	12	D12	2	Plate_002	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN50.1 - 2 - A2	2	GALK.Esc_col	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_002.E1	180324-Plate_002	2	Plate_002	E	1	E1	3	Plate_003	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_002.E2	180324-Plate_002	2	Plate_002	E	2	E2	3	Plate_003	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_002.E3	180324-Plate_002	2	Plate_002	E	3	E3	3	Plate_003	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_002.E4	180324-Plate_002	2	Plate_002	E	4	E4	3	Plate_003	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_002.E5	180324-Plate_002	2	Plate_002	E	5	E5	3	Plate_003	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_002.E6	180324-Plate_002	2	Plate_002	E	6	E6	3	Plate_003	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_002.E7	180324-Plate_002	2	Plate_002	E	7	E7	3	Plate_003	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_002.E8	180324-Plate_002	2	Plate_002	E	8	E8	3	Plate_003	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_002.E9	180324-Plate_002	2	Plate_002	E	9	E9	3	Plate_003	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_002.E10	180324-Plate_002	2	Plate_002	E	10	E10	3	Plate_003	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_002.E11	180324-Plate_002	2	Plate_002	E	11	E11	3	Plate_003	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_002.E12	180324-Plate_002	2	Plate_002	E	12	E12	3	Plate_003	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_002.F1	180324-Plate_002	2	Plate_002	F	1	F1	3	Plate_003	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_002.F2	180324-Plate_002	2	Plate_002	F	2	F2	3	Plate_003	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_002.F3	180324-Plate_002	2	Plate_002	F	3	F3	3	Plate_003	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_002.F4	180324-Plate_002	2	Plate_002	F	4	F4	3	Plate_003	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_002.F5	180324-Plate_002	2	Plate_002	F	5	F5	3	Plate_003	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_002.F6	180324-Plate_002	2	Plate_002	F	6	F6	3	Plate_003	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_002.F7	180324-Plate_002	2	Plate_002	F	7	F7	3	Plate_003	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_002.F8	180324-Plate_002	2	Plate_002	F	8	F8	3	Plate_003	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_002.F9	180324-Plate_002	2	Plate_002	F	9	F9	3	Plate_003	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_002.F10	180324-Plate_002	2	Plate_002	F	10	F10	3	Plate_003	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_002.F11	180324-Plate_002	2	Plate_002	F	11	F11	3	Plate_003	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_002.F12	180324-Plate_002	2	Plate_002	F	12	F12	3	Plate_003	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4.delta
180324-Plate_002.G1	180324-Plate_002	2	Plate_002	G	1	G1	3	Plate_003	C1	C	1	GAL4.35	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4-L868P
180324-Plate_002.G2	180324-Plate_002	2	Plate_002	G	2	G2	3	Plate_003	C2	C	2	GAL4.35	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4-L868P
180324-Plate_002.G3	180324-Plate_002	2	Plate_002	G	3	G3	3	Plate_003	C3	C	3	GAL4.35	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4-L868P
180324-Plate_002.G4	180324-Plate_002	2	Plate_002	G	4	G4	3	Plate_003	C4	C	4	GAL4.35	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4-L868P
180324-Plate_002.G5	180324-Plate_002	2	Plate_002	G	5	G5	3	Plate_003	C5	C	5	GAL4.35	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4-L868P
180324-Plate_002.G6	180324-Plate_002	2	Plate_002	G	6	G6	3	Plate_003	C6	C	6	GAL4.35	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4-L868P
180324-Plate_002.G7	180324-Plate_002	2	Plate_002	G	7	G7	3	Plate_003	C7	C	7	GAL4.35	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4-L868P
180324-Plate_002.G8	180324-Plate_002	2	Plate_002	G	8	G8	3	Plate_003	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_002.G9	180324-Plate_002	2	Plate_002	G	9	G9	3	Plate_003	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_002.G10	180324-Plate_002	2	Plate_002	G	10	G10	3	Plate_003	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_002.G11	180324-Plate_002	2	Plate_002	G	11	G11	3	Plate_003	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_002.G12	180324-Plate_002	2	Plate_002	G	12	G12	3	Plate_003	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_002.H1	180324-Plate_002	2	Plate_002	H	1	H1	3	Plate_003	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_002.H2	180324-Plate_002	2	Plate_002	H	2	H2	3	Plate_003	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_002.H3	180324-Plate_002	2	Plate_002	H	3	H3	3	Plate_003	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_002.H4	180324-Plate_002	2	Plate_002	H	4	H4	3	Plate_003	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_002.H5	180324-Plate_002	2	Plate_002	H	5	H5	3	Plate_003	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_002.H6	180324-Plate_002	2	Plate_002	H	6	H6	3	Plate_003	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_002.H7	180324-Plate_002	2	Plate_002	H	7	H7	3	Plate_003	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_002.H8	180324-Plate_002	2	Plate_002	H	8	H8	3	Plate_003	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_002.H9	180324-Plate_002	2	Plate_002	H	9	H9	3	Plate_003	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_002.H10	180324-Plate_002	2	Plate_002	H	10	H10	3	Plate_003	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4-L868C
180324-Plate_002.H11	180324-Plate_002	2	Plate_002	H	11	H11	3	Plate_003	D11	D	11	GAL4.36	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868C
180324-Plate_002.H12	180324-Plate_002	2	Plate_002	H	12	H12	3	Plate_003	D12	D	12	GAL4.36	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868C
180324-Plate_003.A1	180324-Plate_003	3	Plate_003	A	1	A1	3	Plate_003	E1	E	1	GAL4.38	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4-L868G
180324-Plate_003.A2	180324-Plate_003	3	Plate_003	A	2	A2	3	Plate_003	E2	E	2	GAL4.38	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4-L868G
180324-Plate_003.A3	180324-Plate_003	3	Plate_003	A	3	A3	3	Plate_003	E3	E	3	GAL4.38	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4-L868G
180324-Plate_003.A4	180324-Plate_003	3	Plate_003	A	4	A4	3	Plate_003	E4	E	4	GAL4.38	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4-L868G
180324-Plate_003.A5	180324-Plate_003	3	Plate_003	A	5	A5	3	Plate_003	E5	E	5	GAL4.38	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4-L868G
180324-Plate_003.A6	180324-Plate_003	3	Plate_003	A	6	A6	3	Plate_003	E6	E	6	GAL4.38	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4-L868G
180324-Plate_003.A7	180324-Plate_003	3	Plate_003	A	7	A7	3	Plate_003	E7	E	7	GAL4.38	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4-L868G
180324-Plate_003.A8	180324-Plate_003	3	Plate_003	A	8	A8	3	Plate_003	E8	E	8	GAL4.38	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4-L868G
180324-Plate_003.A9	180324-Plate_003	3	Plate_003	A	9	A9	3	Plate_003	E9	E	9	GAL4.38	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4-L868G
180324-Plate_003.A10	180324-Plate_003	3	Plate_003	A	10	A10	3	Plate_003	E10	E	10	GAL4.38	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4-L868G
180324-Plate_003.A11	180324-Plate_003	3	Plate_003	A	11	A11	3	Plate_003	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_003.A12	180324-Plate_003	3	Plate_003	A	12	A12	3	Plate_003	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_003.B1	180324-Plate_003	3	Plate_003	B	1	B1	3	Plate_003	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_003.B2	180324-Plate_003	3	Plate_003	B	2	B2	3	Plate_003	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_003.B3	180324-Plate_003	3	Plate_003	B	3	B3	3	Plate_003	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	1	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4-L868K
